ALERT,SAR,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
1,0,1,16300,10,800,ME,14,0,0,card replace transfer billing address,7,0,0,0,0,3,60,60,1,1,1,60,0,15000,1,1,0,9,0,0
1,0,3,22700,5,763,NY,43,11.13,478.59,plastic replace customer call billing address,21,7,1,78.72,2,2,478.59,0,0,1,1,51.16,0,13000,0,5,0,7,1,0
1,0,2,49100,8,635,PA,16,35.78,572.48,password change billing address billing address,7,1,0,36.23,0,4,60,0,0,1,1,40.23,0,17000,1,3,1,10,2,0
1,0,3,10700,13,715,MA,3,360.02,1080.06, ,1,1,0,362.24,0,5,1080.06,0,0,1,1,22.59,5,15000,0,2,0,7,1,0
1,0,2,63900,59,748,MA,10,13.09,130.9, ,7,0,0,0,0,3,130.9,0,0,1,1,47.36,0,9000,0,3,0,6,2,0
1,1,1,68200,42,685,MA,9,14.42,129.78, ,3,0,0,0,0,3,2934.19,2804.41,1,1,1,2839.47,3,16000,1,2,0,8,0,0
1,0,1,114400,14,727,MA,46,55.03,2531.38, ,20,4,1,226.98,1,5,126.57,0,0,1,1,35.04,1,6000,1,4,0,9,0,0
1,0,1,163300,45,691,NY,9,141.07,1269.63, ,4,1,0,140.41,1,5,4053.32,2783.69,1,3,1,2827.72,5,15000,1,0,0,5,1,0
1,0,1,11800,18,724,PA,4,331.03,1324.12,billing address transfer billing address,2,1,0,333.07,0,2,1324.12,0,0,1,1,48.51,2,16000,0,2,0,8,1,0
1,0,1,47500,10,693,NJ,33,19.54,644.82, ,16,3,1,54.08,2,5,60,0,0,1,1,31.38,1,12000,1,3,0,13,1,0
1,1,1,31400,26,740,MA,21,25.5,535.5, ,11,3,0,75.09,2,3,2652.27,2116.77,1,2,1,2152.88,3,10000,0,3,0,12,1,0
1,0,1,26900,3,777,PA,7,0,0, ,4,0,0,0,0,2,60,60,1,1,1,60,0,8000,0,2,0,5,1,0
1,0,3,22800,25,730,MA,4,1001.17,4004.68,plastic replace card replace billing address statement,0,0,0,0,0,5,4004.68,0,0,1,1,63.84,0,13000,1,2,0,6,2,0
1,0,1,39000,14,608,MA,5,610.55,3052.75, ,2,0,0,0,0,4,3052.75,0,0,1,1,39.82,0,9000,1,2,1,2,2,0
1,0,1,199000,48,754,ME,141,9.66,1362.06,statement statement late payment,65,14,3,127.42,5,3,68.1,0,0,1,1,60.76,0,8000,0,3,0,5,0,0
1,0,2,53100,40,732,NY,80,0,0,change request change request  ,43,7,1,0,5,3,60,60,1,1,1,60,0,6000,0,1,0,7,0,0
1,0,3,67600,21,703,MA,11,202.27,2224.97,card replace billing address  ,8,1,1,192,1,3,2224.97,0,0,1,1,71.27,1,16000,1,3,0,8,0,0
1,0,0,56500,7,697,MA,19,27.07,514.33,late payment transfer late payment,6,2,0,54.5,1,4,60,0,0,1,1,52.74,1,18000,1,1,1,5,1,0
1,0,2,1800,1,754,PA,3,70.87,212.61,password change transfer change request,2,2,2,152,1,2,212.61,0,0,1,1,42.64,0,16000,0,2,0,7,1,0
1,0,0,96500,23,618,NJ,47,5.82,273.54,transfer billing address customer call,26,10,2,53.52,5,3,385.27,111.73,1,1,1,155.93,0,16000,0,2,1,10,0,0
1,0,2,73900,4,693,NY,27,2.84,76.68, ,18,1,0,2.85,0,2,76.68,0,0,1,1,30.34,0,19000,1,2,0,8,1,0
1,0,0,12000,3,737,RI,1,96.43,96.43, ,0,0,0,0,0,2,96.43,0,0,1,1,44.54,0,15000,0,1,0,10,1,0
1,1,1,20000,39,627,PA,5,15.43,77.15,"change request late payment statement lost cardrefund requested. supply additional details, call back",1,1,0,15.91,0,5,2719.08,2641.93,1,2,1,2703.25,5,13000,1,0,0,9,0,0
1,0,0,49200,27,718,RI,23,25.79,593.17,billing address billing address transfer,15,4,0,100.8,0,3,593.17,0,0,1,1,88.98,0,12000,1,3,0,5,0,0
1,1,2,53400,10,754,NY,29,324.88,9421.52, ,12,4,1,1314.56,3,4,9421.52,0,0,1,1,62.13,4,14000,0,4,0,9,0,0
1,0,2,94900,32,712,NH,5,472.88,2364.4,transfer late payment card replace,2,0,0,0,0,6,118.22,0,0,1,1,86.39,0,10000,1,1,0,4,3,0
1,1,2,97200,12,726,RI,119,266.4,31701.6,transfer plastic replace statement moneyorder payment,69,9,0,2394.09,2,4,2724.95,0,0,1,1,34.22,4,9000,1,2,0,13,2,0
1,0,1,14800,7,663,PA,2,202.46,404.92,transfer transfer password change statement,1,0,0,0,0,2,404.92,0,0,1,1,87.07,0,16000,1,4,0,8,0,0
1,0,4,33300,22,744,PA,3,13.23,39.69, ,2,0,0,0,0,4,60,20.31,1,1,1,52.65,0,11000,1,2,0,7,2,0
1,0,0,51200,13,670,NY,83,36.35,3017.05, ,44,5,1,203.88,5,3,150.85,0,0,1,1,50.38,0,14000,1,3,0,6,3,0
1,0,1,39100,16,711,RI,9,72.32,650.88,billing address customer call late payment,5,1,0,72.19,0,6,650.88,0,0,1,1,38.89,1,13000,1,2,0,9,0,0
1,0,1,128500,15,725,ME,12,228.56,2742.72, ,8,0,0,0,0,5,2742.72,0,0,1,1,97.99,0,12000,0,4,0,7,5,0
1,0,0,53500,59,772,PA,48,638.67,30656.16, ,26,2,0,1274.7,1,6,30656.16,0,0,1,1,45.2,6,24000,0,3,0,11,1,0
1,0,0,17600,17,707,NJ,4,5.64,22.56, ,4,0,0,0,0,3,60,37.44,1,1,1,92.19,0,13000,1,1,0,8,0,0
1,0,2,59700,39,681,NY,20,1.79,35.8,billing address late payment late payment,12,3,0,5.19,2,3,60,24.2,1,1,1,85.58,0,14000,1,2,0,6,1,0
1,0,1,88600,42,726,PA,24,352.81,8467.44, ,12,1,0,352.13,1,5,8467.44,0,0,1,1,80.51,5,22000,1,3,0,6,1,0
1,0,0,14500,0,691,NY,37,6.17,228.29,customer call statement billing address,21,7,0,43.96,4,3,228.29,0,0,1,1,43.66,0,12000,0,0,0,8,4,0
1,1,1,55600,18,697,NY,14,78.54,1099.56,"change request statement password change lost cardrefund requested. supply additional details, call back",9,4,0,316.32,0,6,2803.84,1704.28,1,1,1,1753.49,6,12000,0,3,0,93,0,0
1,0,1,37500,4,664,MA,19,53.58,1018.02,  plastic replace customer call,9,1,0,53.71,0,2,1018.02,0,0,1,1,48.6,0,4000,0,2,0,9,2,0
1,0,0,16600,17,659,MA,8,128.14,1025.12, ,4,1,0,128.3,0,3,1025.12,0,0,1,1,74.35,1,9000,0,0,0,9,0,0
1,0,1,37300,19,800,MA,26,113.44,2949.44, ,15,2,0,226.16,2,2,147.47,0,0,1,1,107.83,0,8000,1,1,0,5,0,0
1,0,4,121100,15,707,MA,1,106.26,106.26,billing address change request transfer,0,0,0,0,0,2,60,0,0,1,1,37.35,0,11000,0,8,0,6,0,0
1,0,0,148300,25,684,ME,87,101.1,8795.7, ,41,7,0,710.43,1,3,17270.48,8474.78,1,2,1,8513.9,3,7000,1,0,0,10,1,0
1,0,0,59600,39,740,NJ,39,239.03,9322.17, ,14,5,1,1163,2,4,6842.39,0,0,1,1,67.03,4,9000,0,3,0,7,2,0
1,0,1,124400,32,724,MA,3,170.26,510.78,password change change request transfer,2,0,0,0,0,3,896.72,385.94,1,1,1,428.52,2,12000,0,4,0,8,0,0
1,0,1,13600,32,723,NY,1,0.57,0.57,plastic replace password change billing address,1,0,0,0,0,5,60,59.43,1,1,1,154.35,0,13000,1,1,0,6,1,0
1,0,2,16900,43,637,CT,8,194.94,1559.52,billing address password change change request,4,1,0,196.3,0,4,1559.52,0,0,1,1,38.15,4,12000,0,4,0,6,2,0
1,1,1,47500,13,752,NY,39,2.39,93.21, ,20,6,2,9.8,2,3,2560.33,2467.12,1,1,1,2528.59,3,9000,1,2,0,5,0,0
1,0,1,92700,8,685,MA,33,78.51,2590.83,customer call billing address billing address,15,1,0,79.59,0,4,129.54,0,0,1,1,36.8,0,16000,1,0,0,12,2,0
1,0,0,37200,22,745,NY,64,3,192,plastic replace    ,37,2,0,6.3,2,4,99.47,0,0,1,1,62.66,0,15000,1,1,0,7,1,0
1,0,1,36200,2,715,MA,14,195.18,2732.52, ,6,0,0,0,0,4,2732.52,0,0,1,1,31.41,0,9000,1,4,0,7,0,0
1,0,0,89500,13,723,MA,68,13.12,892.16, ,28,4,0,52.32,1,6,892.16,0,0,1,1,24.48,0,8000,0,3,0,4,3,0
1,0,2,27600,62,738,NY,6,88.15,528.9, ,3,0,0,0,0,3,60,0,0,1,1,52.58,0,10000,0,4,0,8,0,0
1,0,3,16100,67,747,MA,4,0.72,2.88, ,0,0,0,0,0,5,60,57.12,1,1,1,107.38,0,20000,0,4,0,9,0,0
1,1,0,36300,21,728,MA,42,343.39,14422.38, ,22,4,2,1353.46,0,2,14422.38,0,0,1,1,65.88,2,14000,1,2,0,3,1,0
1,0,1,46800,18,684,MA,34,182.39,6201.26,card replace transfer password change cash,17,5,1,920.2,1,2,310.06,0,0,1,1,54.44,2,9000,1,1,0,11,0,0
1,1,1,46900,4,713,MA,0,0,0, ,0,0,0,0,0,2,60,60,1,3,1,60,0,11000,0,0,0,7,0,0
1,0,0,25000,8,686,CT,9,514.58,4631.22, ,3,2,1,1044.46,1,6,4631.22,0,0,1,1,32.2,6,11000,0,1,0,4,1,0
1,0,0,10400,15,715,ME,1,15.39,15.39,statement late payment billing address,0,0,0,0,0,2,60,44.61,1,1,1,107.58,0,14000,0,3,0,5,1,0
1,0,1,11400,10,767,PA,1,336.55,336.55,late payment statement transfer statement,1,0,0,0,0,3,60,0,0,1,1,35.73,0,18000,0,4,0,9,3,0
1,0,2,12300,12,673,NJ,13,3.19,41.47,statement billing address statement,11,5,0,16.6,4,4,60,18.53,1,1,1,53.84,0,14000,0,1,0,8,2,0
1,0,1,98800,5,694,NY,192,25.4,4876.8,billing address   billing address,90,14,4,419.4,6,3,4876.8,0,0,1,1,9.59,3,10000,1,1,0,11,2,0
1,1,1,21500,33,716,PA,11,6.08,66.88, ,4,2,0,11.92,0,6,2765.51,2698.63,1,1,1,2758.79,6,11000,0,3,0,5,1,0
1,1,4,38900,3,746,NY,24,350.58,8413.92, ,11,4,1,1381.81,3,2,8413.92,0,0,1,1,52.77,2,11000,1,2,0,4,0,0
1,0,2,75600,18,692,PA,37,28.87,1068.19, ,14,3,0,86.07,0,4,60,0,0,1,1,52.7,0,10000,1,4,0,6,0,0
1,0,1,3800,17,681,ME,3,403.61,1210.83, ,1,0,0,0,0,3,1210.83,0,0,1,1,39.8,0,11000,1,0,0,3,3,0
1,0,3,8500,12,722,NJ,3,74.64,223.92,change request late payment plastic replace cash,2,0,0,0,0,4,2860.35,2636.43,1,2,1,2663.98,4,9000,1,4,0,6,0,0
1,0,2,8400,3,761,MA,4,420.14,1680.56, ,1,0,0,0,0,3,1680.56,0,0,1,1,78.18,0,18000,1,2,0,8,2,0
1,0,3,18700,43,714,RI,4,68.78,275.12, ,4,1,0,68.73,1,5,344.47,69.35,1,2,1,133.05,0,10000,1,3,0,9,2,0
1,0,0,89700,30,690,RI,19,344.13,6538.47,change request customer call  ,6,1,0,342.66,0,4,6989.41,450.94,1,1,1,534.01,4,7000,1,4,0,4,0,0
1,0,1,201500,11,779,MA,74,258.81,19151.94,  card replace billing address atm denied,38,10,5,2633.9,4,3,957.6,0,0,1,1,39.91,3,14000,0,1,0,10,1,0
1,0,0,16400,47,761,PA,2,9.05,18.1,transfer change request customer call,0,1,0,8.87,1,4,60,41.9,1,1,1,109.46,0,13000,1,3,1,5,1,0
1,0,1,142800,4,713,CT,83,73.11,6068.13,billing address   password change,37,7,2,487.2,2,6,6068.13,0,0,1,1,21.72,6,11000,1,3,0,4,1,0
1,0,0,71500,33,729,ME,13,44.32,576.16,late payment   late payment statement,8,0,0,0,0,7,576.16,0,0,1,1,31.96,0,8000,1,5,0,4,0,0
1,0,0,32700,24,694,RI,1,6.09,6.09,    late payment,0,0,0,0,0,5,60,53.91,1,1,1,126.98,0,7000,1,3,0,7,2,0
1,0,3,78300,2,730,NY,57,53.01,3021.57,change request plastic replace change request,21,6,1,315.9,3,3,3021.57,0,0,1,1,47.3,3,13000,0,7,0,6,0,0
1,0,2,38200,1,762,PA,29,56.69,1644.01, ,11,3,1,178.02,1,5,82.2,0,0,1,1,55.73,2,11000,1,2,0,9,1,0
1,0,1,37600,4,674,MA,3,55.08,165.24, ,1,1,0,55.3,0,3,165.24,0,0,1,1,40.45,1,12000,0,3,0,5,2,0
1,0,2,22800,77,719,NY,4,222.29,889.16,  statement  ,3,1,0,223.58,1,3,60,0,0,1,1,34.35,2,19000,1,3,0,10,1,0
1,0,0,4500,6,737,NJ,3,83.73,251.19, ,2,0,0,0,0,5,251.19,0,0,1,1,43.95,0,13000,0,4,0,13,0,0
1,0,0,29600,3,710,MA,31,35.21,1091.51, ,20,2,0,69.26,0,2,1091.51,0,0,1,1,41.06,0,8000,1,3,0,9,3,0
1,0,2,30000,6,710,MA,0,11.76,0, ,0,0,0,0,0,2,2541.79,2541.79,1,2,1,2541.79,2,15000,1,4,0,8,0,0
1,0,0,31000,17,760,NJ,29,425.94,12352.26, ,16,2,1,834.53,1,3,18698.19,6345.93,1,1,1,6371.2,3,9000,1,4,1,7,1,0
1,0,1,,11,764,PA,8,8.27,66.16,  plastic replace card replace statement,3,0,0,0,0,2,66.16,0,0,1,1,55.48,0,12000,0,4,0,5,0,0
1,0,0,2800,107,726,MA,1,414.63,414.63,plastic replace change request billing address statement,1,0,0,0,0,3,414.63,0,0,1,1,75.78,0,13000,0,6,0,10,1,0
1,0,1,118400,19,717,MA,30,39.97,1199.1,billing address card replace late payment atm limit,14,2,1,80.01,1,5,3735.16,2536.06,1,1,1,2582.2,5,12000,0,0,1,7,2,0
1,0,3,89800,45,630,NY,9,51.36,462.24,  billing address change request,6,3,1,144.84,0,3,462.24,0,0,1,1,63.01,1,11000,1,1,0,4,1,0
1,0,1,900,9,727,MA,1,0,0, ,0,0,0,0,0,3,2749.71,2749.71,1,2,1,2749.71,3,8000,0,4,0,9,2,0
1,1,2,94400,1,696,NY,196,244.25,47873, ,105,19,3,4640.16,8,2,47873,0,0,1,1,41.5,2,12000,1,3,0,8,1,0
1,0,1,31800,1,647,NJ,33,64.28,2121.24, ,14,1,0,63.18,1,3,2121.24,0,0,1,1,35.14,0,11000,0,3,0,5,2,0
1,0,1,41400,31,751,NH,0,317.61,0, ,0,0,0,0,0,3,60,60,1,1,1,60,0,20000,1,4,0,8,0,0
1,0,1,73400,0,739,MA,40,89.87,3594.8,late payment statement   cash,12,8,1,705.91,2,7,3594.8,0,0,1,1,68.47,7,8000,1,4,0,7,2,0
1,0,2,23200,2,695,MA,9,3.71,33.39,billing address   billing address,6,1,0,3.95,1,3,60,26.61,1,1,1,71.85,0,9000,0,3,0,11,1,0
1,0,1,4900,29,735,PA,9,255.77,2301.93,statement card replace password change,2,1,1,237,1,3,115.1,0,0,1,1,32.13,2,8000,1,3,0,7,1,0
1,0,0,25600,108,728,NJ,1,62.75,62.75,transfer statement card replace atm denied,1,0,0,0,0,3,2807.64,2744.89,1,1,1,2814.78,3,17000,1,2,0,2,0,0
1,0,0,11300,8,683,MA,8,17.74,141.92,billing address transfer password change statement,6,0,0,0,0,5,60,0,0,1,1,44.19,0,15000,1,2,0,7,2,0
1,0,1,10800,37,741,CT,2,53.51,107.02,billing address late payment billing address statement,1,0,0,0,0,5,107.02,0,0,1,1,54.31,0,11000,1,0,0,9,2,0
1,0,1,90400,0,721,NJ,18,55.64,1001.52, ,9,2,1,104.57,1,4,1001.52,0,0,1,1,40.31,0,6000,0,3,0,9,1,0
1,0,2,36700,11,642,MA,14,69.53,973.42, ,9,0,0,0,0,3,973.42,0,0,1,1,70.33,0,16000,0,5,0,7,1,0
1,1,0,45100,30,717,NY,16,274.27,4388.32, ,7,1,0,275.23,0,2,7000.01,2611.69,1,1,1,2678.53,2,11000,1,3,0,7,0,0
1,0,1,21000,5,702,PA,2,52.36,104.72, ,1,0,0,0,0,5,112.09,7.37,1,1,1,51.39,0,8000,0,2,0,4,0,0
1,0,0,21900,7,703,PA,16,116.97,1871.52, ,9,3,2,344.12,2,2,93.58,0,0,1,1,62.52,2,16000,1,5,0,10,0,0
1,0,2,30200,12,714,MA,44,126.48,5565.12,transfer card replace card replace,20,4,2,514.88,0,3,5565.12,0,0,1,1,58.93,3,20000,1,3,0,7,0,0
1,0,1,25200,44,674,PA,2,6.38,12.76, ,1,0,0,0,0,5,2671.58,2658.82,1,1,1,2710.71,5,11000,1,4,1,6,0,0
1,0,0,48200,56,707,RI,11,21.05,231.55, ,4,1,0,21.07,0,2,60,0,0,1,1,42.1,0,9000,1,5,0,88,0,0
1,0,1,59800,7,697,RI,13,440.49,5726.37,customer call   card replace moneyorder payment,5,2,0,877.18,0,4,5726.37,0,0,1,1,50.25,4,9000,1,2,0,10,0,0
1,0,1,56300,7,714,NY,12,87.78,1053.36,  statement transfer statement,7,0,0,0,0,6,1053.36,0,0,1,1,36.74,0,15000,1,6,0,8,1,0
1,1,1,50800,15,748,RI,46,0,0,  statement transfer,27,1,0,0,0,4,60,60,1,3,1,60,0,7000,1,1,0,8,1,0
1,0,2,135300,11,664,NY,84,48.56,4079.04,card replace change request billing address,36,11,1,537.4,5,2,203.95,0,0,1,1,56.06,2,9000,1,3,1,4,0,0
1,0,0,16000,9,718,ME,22,61.78,1359.16, ,16,1,0,61.45,0,3,1359.16,0,0,1,1,23.12,0,12000,1,4,0,5,0,0
1,0,2,7600,69,738,PA,4,56.62,226.48,late payment card replace change request statement,0,0,0,0,0,3,60,0,0,1,1,37.91,0,11000,0,2,0,7,2,0
1,0,1,9100,75,657,NJ,1,157.46,157.46,plastic replace late payment statement statement,0,0,0,0,0,3,60,0,0,1,1,36.64,0,21000,0,2,0,5,0,0
1,0,3,15400,35,725,PA,6,554.56,3327.36,statement customer call card replace statement,2,0,0,0,0,2,3327.36,0,0,1,1,78.61,0,10000,0,5,0,4,2,0
1,1,0,31100,1,652,MA,11,60.48,665.28,  late payment password change moneyorder payment,10,0,0,0,0,3,3301.44,2636.16,1,1,1,2663.9,3,5000,1,4,0,3,2,0
1,0,2,36700,8,671,NY,1,185.44,185.44,change request card replace change request statement,0,0,0,0,0,3,185.44,0,0,1,1,14.44,0,9000,1,3,0,3,1,0
1,1,0,22000,1,724,MA,32,21.99,703.68, ,15,5,4,134.04,2,4,854.62,150.94,1,3,1,224.76,2,10000,0,0,0,92,0,0
1,0,2,34900,24,724,NY,27,70.4,1900.8,transfer late payment late payment,13,4,1,275.62,1,4,1900.8,0,0,1,1,37.67,4,13000,1,2,0,10,1,0
1,0,0,14400,19,706,NY,28,337.45,9448.6, ,15,1,1,313,1,3,9448.6,0,0,1,1,43.11,3,9000,1,4,0,13,0,0
1,0,0,9400,48,679,PA,9,184.41,1659.69,transfer password change late payment,5,1,0,183.94,1,3,82.98,0,0,1,1,74.03,2,10000,1,3,0,10,1,0
1,0,0,66100,2,747,NH,10,463.26,4632.6,customer call statement plastic replace statement,6,0,0,0,0,4,231.63,0,0,1,1,40.14,0,12000,1,5,0,13,2,0
1,0,2,64900,18,713,PA,56,12.06,675.36, ,31,5,3,62.5,1,3,60,0,0,1,1,30.95,0,12000,0,2,0,11,1,0
1,0,2,40200,0,680,NY,26,94.27,2451.02,plastic replace plastic replace late payment statement,10,0,0,0,0,2,2451.02,0,0,1,1,35.09,0,16000,1,3,0,9,1,0
1,0,2,38900,17,720,NY,4,147.74,590.96,password change statement  ,2,1,0,146.27,0,3,60,0,0,1,1,42.54,1,9000,0,3,0,6,2,0
1,0,0,62500,16,754,NY,52,76.19,3961.88, ,30,7,3,543.24,2,2,198.09,0,0,1,1,32.99,2,12000,1,1,0,3,0,0
1,0,0,89600,23,689,RI,41,67.88,2783.08, ,22,3,0,206.34,1,6,139.15,0,0,1,1,26.1,3,21000,0,2,1,10,5,0
1,0,3,42600,2,724,ME,22,189.61,4171.42,  statement statement withdraw limit,9,3,1,581.18,2,2,4171.42,0,0,1,1,52.68,2,17000,0,3,0,10,2,0
1,0,3,13800,15,684,MA,4,112.88,451.52, ,2,0,0,0,0,5,65.5,0,0,1,1,22.67,0,10000,1,3,0,7,1,0
1,0,2,30200,5,708,MA,1,843.27,843.27,billing address card replace billing address statement,0,0,0,0,0,2,60,0,0,1,1,62.07,0,19000,1,3,0,7,0,0
1,0,2,30400,26,727,MA,31,136.8,4240.8,billing address   password change,15,3,1,408.38,1,5,4240.8,0,0,1,1,55.44,5,12000,1,5,0,6,1,0
1,0,1,25300,27,713,NY,14,49.17,688.38,  statement billing address,9,4,0,200.4,0,3,309.57,0,0,1,1,37.5,1,10000,1,6,0,7,0,0
1,0,1,46500,25,758,NJ,21,117.04,2457.84, ,11,1,0,117.1,1,3,2457.84,0,0,1,1,99.24,1,5000,0,2,0,5,1,0
1,0,1,37100,18,712,MA,41,7.46,305.86, ,20,2,1,12.49,0,3,305.86,0,0,1,1,18.21,0,14000,0,0,0,5,1,0
1,0,1,77800,4,727,MA,65,204.25,13276.25, ,28,7,2,1449.75,1,4,13276.25,0,0,1,1,34.92,4,13000,0,1,0,7,2,0
1,0,0,46900,1,686,PA,12,198.23,2378.76, ,6,1,0,199.2,1,3,2378.76,0,0,1,1,46.45,2,13000,1,2,0,8,1,0
1,0,1,48300,5,713,CT,19,1.25,23.75, ,13,2,1,1.19,0,3,60,36.25,1,1,1,73.25,0,13000,0,1,0,6,0,0
1,0,2,62500,16,742,CT,5,15.05,75.25,  plastic replace transfer statement,1,0,0,0,0,2,75.25,0,0,1,1,57.4,0,14000,1,2,0,5,2,0
1,0,2,41400,14,683,MA,4,97.49,389.96, ,2,0,0,0,0,2,2651.66,2261.7,1,1,1,2326.39,2,13000,1,3,1,11,1,0
1,0,1,41200,6,670,NY,1,142.62,142.62,billing address change request transfer statement,1,0,0,0,0,3,60,0,0,1,1,41.11,0,10000,1,3,0,12,1,0
1,0,4,73400,13,721,RI,26,231.13,6009.38, ,16,5,1,1147.48,1,4,6009.38,0,0,1,1,49.43,4,16000,1,6,0,4,0,0
1,1,1,61800,44,710,ME,27,35.91,969.57,password change statement customer call overseas atm,16,0,0,0,0,2,3591.48,2621.91,1,1,1,2698.65,2,9000,0,2,0,8,0,0
1,0,3,14900,42,628,NY,3,141.28,423.84,late payment   change request,1,1,0,141.06,0,3,423.84,0,0,1,1,31.45,0,12000,0,6,0,4,0,0
1,1,1,147200,2,755,MA,387,32.66,12639.42,"transfer password change change request lost cardrefund requested. supply additional details, call back",207,38,13,1249,19,5,22020.24,9380.82,1,1,1,9417.89,5,14000,0,5,1,3,2,0
1,0,1,180900,8,746,NJ,72,80.38,5787.36, ,38,7,0,562.73,2,4,289.37,0,0,1,1,25.21,4,14000,1,1,0,4,1,0
1,0,2,90200,23,650,ME,54,1.62,87.48,password change card replace transfer,32,9,2,17.34,2,6,60,0,0,1,1,86.74,0,9000,0,4,1,7,2,0
1,0,2,65100,23,710,ME,32,6.25,200, ,18,7,0,44.31,3,3,200,0,0,1,1,53.35,0,7000,1,2,1,10,0,0
1,0,0,16400,17,710,CT,17,113.69,1932.73, ,7,1,0,112.71,1,5,1932.73,0,0,1,1,55.16,0,20000,0,2,1,7,0,0
1,0,0,32500,8,718,NY,32,110.37,3531.84, ,17,4,1,454.79,1,2,3531.84,0,0,1,1,38.41,2,6000,1,5,0,4,0,0
1,1,2,41400,30,720,NJ,6,389.52,2337.12, ,2,0,0,0,0,5,5217.67,2880.55,1,2,1,2927.45,5,16000,0,5,0,7,1,0
1,0,1,32800,23,660,ME,8,78.88,631.04,card replace change request  ,5,4,0,319.28,1,2,631.04,0,0,1,1,24.93,2,9000,1,6,0,9,0,0
1,0,1,31400,66,714,MA,15,60.16,902.4,card replace billing address change request,5,2,1,130.22,0,4,902.4,0,0,1,1,54.16,0,16000,1,6,1,4,0,0
1,0,2,52200,5,716,MA,46,105.72,4863.12, ,19,4,1,425.97,1,5,4863.12,0,0,1,1,48.1,5,16000,1,1,0,7,0,0
1,0,1,48000,3,723,NY,11,60.37,664.07, ,9,3,0,181.26,1,4,664.07,0,0,1,1,28.03,2,15000,1,0,0,9,3,0
1,0,2,104200,21,703,NJ,6,191.24,1147.44, ,4,0,0,0,0,4,2816.9,1669.46,1,2,1,1717.91,4,10000,1,5,1,8,1,0
1,1,1,72700,40,738,RI,8,773.53,6188.24, ,2,2,0,1547.24,1,6,6188.24,0,0,1,1,43.92,6,6000,1,3,0,5,0,0
1,0,4,19400,29,738,RI,9,17.97,161.73, ,1,1,0,17.66,1,2,60,0,0,1,1,53.33,0,5000,0,4,0,4,1,0
1,0,2,44600,8,711,NY,36,134.08,4826.88, ,14,2,1,276.4,1,3,4826.88,0,0,1,1,63.14,3,14000,1,6,0,3,1,0
1,0,3,52500,77,710,MA,67,27.48,1841.16,statement transfer late payment,29,6,1,176,1,2,1841.16,0,0,1,1,56.62,1,11000,1,1,0,10,0,0
1,0,0,,4,674,CT,36,0,0,    card replace,18,5,1,0,2,4,60,60,1,2,1,60,0,15000,1,3,0,7,1,0
1,0,3,53200,30,697,MA,42,130.12,5465.04,statement password change customer call,22,3,1,398.16,2,5,5465.04,0,0,1,1,86.79,5,12000,1,4,0,9,1,0
1,0,0,51100,2,721,NY,66,37.49,2474.34, ,40,13,1,492.48,8,2,5190.53,2716.19,1,1,1,2770.21,2,19000,1,2,0,7,1,0
1,0,2,27500,24,748,NJ,16,76.54,1224.64, ,9,3,0,234.48,1,2,1224.64,0,0,1,1,33.6,2,11000,0,2,0,7,0,0
1,0,0,58600,5,738,PA,11,47.14,518.54, ,7,0,0,0,0,6,518.54,0,0,1,1,41.58,0,11000,1,3,1,13,1,0
1,0,2,15600,22,719,PA,1,603.11,603.11,change request   plastic replace statement,0,0,0,0,0,7,603.11,0,0,1,1,69.63,0,15000,0,4,0,6,1,0
1,0,1,74700,13,744,NY,68,38.33,2606.44, ,33,4,0,154.72,2,4,130.32,0,0,1,1,42.55,1,4000,1,2,0,12,0,0
1,0,3,105200,5,721,MA,1,10.4,10.4,plastic replace password change card replace,0,0,0,0,0,3,60,49.6,1,1,1,88.69,1,8000,0,5,0,8,0,0
1,1,2,155400,3,751,PA,146,70.87,10347.02,change request   plastic replace cash,75,18,1,1285.64,11,4,10347.02,0,0,1,1,39.22,4,16000,0,3,0,8,1,0
1,0,3,112600,5,726,NY,10,4.89,48.9, ,5,1,0,5.01,0,4,60,11.1,1,2,1,97.44,0,12000,1,2,0,10,0,0
1,0,2,108700,12,648,MA,28,17.76,497.28,  late payment late payment,16,4,1,67.93,1,5,497.28,0,0,1,1,22.93,0,8000,1,3,0,7,0,0
1,0,0,10500,17,721,MA,11,20.57,226.27,billing address late payment  ,4,3,0,61.02,0,3,226.27,0,0,1,1,66.07,0,9000,1,2,0,5,2,0
1,1,0,47900,1,792,MA,50,497.19,24859.5, ,29,9,1,4514.88,1,5,24859.5,0,0,1,1,51.54,5,13000,0,4,0,5,2,0
1,0,1,16300,14,671,ME,4,813.47,3253.88, ,1,0,0,0,0,3,162.69,0,0,1,1,50.15,0,6000,0,5,0,5,1,0
1,0,3,0,1,781,PA,0,34.3,0,change request password change change request,0,0,0,0,0,5,60,60,1,1,1,60,0,10000,1,1,0,8,1,0
