loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,is_bad
14000,14000, 36 months,6.03%,426.1,A,A1,"Viasat, Inc.",3 years,MORTGAGE,115000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1012385,"  Borrower added on 11/04/11 > I have been a professional for over many years, with the latest seven working in the DC area. I have never been fired or laid off. My financial situation has been good too. I had no problem buying my current house in 2008 when it was not easy for some people to get a mortgage. Until now I have been living comfortably on my salary. I drive a Chevy Malibu that is fully paid off. I bought it used even though I could afford to buy a newer or bigger car.<br/><br/>Recently I saw a business opportunity in buying and sell some antiques. Because those antiques are quite undervalued in here but are highly demanded in somewhere else, I think the risk is small and the reward can be tremendous. I have spent more than $45000 on that already. I can show the invoices if required. It&rsquo;ll take me some time to sell the antiques I have bought at the best price I can get. I still have stable income to live on comfortably, but I don&rsquo;t have money to buy new antiques that I think I may sell for a very good profit. That is what I want the funding for.<br/><br/>Thank you for your consideration.<br/>",small_business,Loan to buy antique to sell,208xx,MD,0.87,0.0,4/1/99,2.0,,,7.0,0.0,5571,16.7,16.0,f,,1,0
10000,10000, 60 months,10.59%,215.39,B,B2,University of Phoenix,8 years,MORTGAGE,130000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=740266,,other,Personal,853xx,AZ,12.53,0.0,5/1/91,2.0,,,11.0,0.0,13107,37.2,30.0,f,,1,0
9600,9600, 36 months,10.59%,312.44,B,B2,,,MORTGAGE,93600.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812459,"I have a loan already i have been paying payments on and i love Lending club , its easy and great rates with low monthly payments. I have additional income now as i make an extra 2000 a month working a job now. I would like to do a home improvement cause i need a new roof and A/C unit asap . I have great credit , extra income and the payments would be low for myself, and lending club has been great and convenient. I need the additional funds now for Roof and A/C. Thank you! ",home_improvement,Home improvement ,347xx,FL,11.88,0.0,12/1/78,1.0,,,8.0,0.0,18424,70.3,12.0,f,,1,1
18600,18600, 36 months,14.26%,638.09,C,C5,CPG Company,2 years,RENT,99700.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=465036," 583211 added on 12/01/09 > This money will be used to consolidate credit card debt at a lower interest rate.  I accumulated credit card debt while in graduate school, and while I made significant progress paying it off I have experienced recent hikes in my interest rates over the last 1-2 years.  I am sick of paying interest to banks...I would rather give my money individual investors.  I want to get my debt under control so I can be in a good financial position to purchase my first home next year.  I always pay my bills on time and it is in my best interest to continue to do so to qualify for the best mortgage rate possible.<br/><br/>I have been gainfully employed since I finished grad school in 2003.  Since then I have received 3 promotions, and I am making a decent income.  I actually have the opportunity for a sizeable bonus every year as well (12% of my salary), but I have only included base salary in my budget below.<br/><br/>Monthly Budget<br/>Income: $4610 (take home pay)<br/><br/>Expenses:<br/>Rent: $600<br/>Car: $670<br/>Student Loans: $131<br/>Medical Loan: $80 <br/><br/>Credit Cards:<br/>Citibank - $14,750 @ 14.25% interest<br/>Chase - $2,750 @ 27.24% interest<br/>Amex - $1,100 @ 18.24%<br/><br/>Thank you for your consideration!<br/>",credit_card,Not Interested in Paying Interest to Banks Anymore,606xx,IL,17.26,0.0,5/1/98,0.0,28.0,,13.0,0.0,19780,48.8,24.0,f,,1,0
3000,3000, 36 months,10.74%,97.85,B,B4,united states air force,10+ years,OWN,153000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=706955,"  Borrower added on 03/21/11 > we just adopted a brand new baby girl which was partially funded by an initially low interest credit card, now that we used some of the line the interest rate was accelerated to 29.99%.  so we want to pay them off as quickly as possible.  we do get a large tax credit for the adoption so this loan will be paid back within 90 days.  we just are galled to pay this credit card company such a high rate and would rather pay someone else 10.75%.  thanks so much!<br/> Borrower added on 03/21/11 > hello investors - we are new to this so forgive our ignorance.  we just adopted a new baby, used all our liquid assets and one credit card to pay the legal fees.  the credit card company accelerated the interest rate from 2.9% to 29.99%.  we are active duty military, and we moved at the same time as the adoption.  we just don't want to pay the credit card company 29.99% interest so are using all our disposable after expenses monthly income in order to pay them off asap.  we do get a a large adoption tax credit on this years tax return, so this loan will be paid off within 90-120 days.  thanks for your help.<br/>",credit_card,Debt Consolidation loan,221xx,VA,20.21,0.0,5/1/83,0.0,,,19.0,0.0,56211,96.1,46.0,f,,1,0
21500,21500, 60 months,16.89%,533.06,D,D4,"Apax Partners, LP",3 years,RENT,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=724118,,house,House Loan,116xx,NY,13.97,0.0,11/1/01,2.0,,,8.0,0.0,9613,20.0,20.0,f,,1,0
14000,14000, 36 months,17.74%,504.3,E,E5,Canton / Potsdam Hospital,6 years,OWN,95000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=472986,"  Borrower added on 01/09/10 > I have some home repaires and would like to pay off some credit cards, and build a garage on my home .Thank you , you have come through for me in the past,Thank you Crystal<br/>",debt_consolidation,home,136xx,NY,22.19,0.0,12/1/97,1.0,,,21.0,0.0,19828,53.6,35.0,f,,1,0
35000,35000, 60 months,23.52%,997.16,G,G3,Experis,< 1 year,RENT,108600.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1019978,,debt_consolidation,Personal Loan,532xx,WI,21.2,0.0,6/1/00,2.0,,,12.0,0.0,50427,91.0,28.0,f,,1,1
12000,12000, 36 months,11.99%,398.52,B,B5,,10+ years,OWN,105859.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=811269,,debt_consolidation,Business Expense & Repair,410xx,KY,14.82,0.0,7/1/85,1.0,,107.0,10.0,1.0,18865,52.0,20.0,f,,1,0
20000,20000, 36 months,15.28%,696.06,D,D3,Towers Watson Data Services,10+ years,RENT,99000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=652123,,credit_card,CCFree,112xx,NY,8.99,0.0,3/1/95,0.0,,,11.0,0.0,25246,93.9,25.0,f,,1,0
13800,13800, 36 months,7.49%,429.21,A,A4,Social Security Administration,< 1 year,RENT,117500.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=738527,,debt_consolidation,Debt consolidation,221xx,VA,5.74,0.0,10/1/99,1.0,,,6.0,0.0,11170,78.1,35.0,f,,1,0
25000,23550, 60 months,21.27%,640.69,G,G4,Simon & Schuster,< 1 year,RENT,115000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=581333,"  Borrower added on 09/14/10 > I'm trying to consolidate and pay off my high interest credit cards.  I've got a steady job with a good income and have never defaulted on any loans.<br/> Borrower added on 09/20/10 > Potential investors have asked me several of the same questions, so please allow me to summarize:<br/><br/>1) Budget - <br/>Post-tax income: ~$6,000<br/>Expenses - <br/>Housing: $650<br/>Car expenses: $0<br/>Utilities: $150<br/>Phone, cable, internet: $250 <br/>Food, entertainment: $800<br/>Clothing, household expenses $250<br/>Credit cards and other loans: $2700 (i.e. educational loans)<br/>Other expenses: $300<br/><br/>2) I save roughly $900 per month, split between pre- and post-tax methods.<br/><br/>3) Card balances:<br/>Amex: $3,600<br/>Citicard: $15,100<br/>BofA: $7,100<br/>Interest rates range from 24.99 - 29.99%; Amex is slightly lower<br/><br/>4) I have already eliminated my dependence on debt. My reasons for indebtedness were largely circumstancial, and those circumstances no longer exist.<br/><br/>5) I am not the sole wage earner for my household; together my fiancee and I earn roughly $225,000.<br/><br/>I hope from this and my other answers you're able to see that I am an incredibly safe investment - <br/>a) My indebtedness was due to one-time circumestances that no-longer exist;<br/>b) I have a stable and high-paying job; <br/>c) My debt coverage ratio is very good;<br/>c) I have never defaulted on any loans in the past; and<br/>d) I do not rely on debt for any of my expenses.<br/><br/>I'm really just trying to consolidate these debts and decrease my overall interest payments over time.<br/>",credit_card,Paying off my Credit Card Debt,112xx,NY,18.75,0.0,12/1/96,1.0,25.0,,9.0,0.0,33622,80.1,26.0,f,,1,0
12000,12000, 36 months,7.88%,375.38,A,A5,ATK,10+ years,MORTGAGE,127741.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=581131,,wedding,Justin's Wedding,219xx,MD,9.3,0.0,3/1/87,0.0,,,6.0,0.0,46124,15.3,14.0,f,,1,0
35000,35000, 60 months,13.06%,797.44,C,C2,CA Technologies,5 years,MORTGAGE,275000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=708431,The purpose of this loan is to fund advertising costs for a growing internet business venture. I am a successful sales professional earning an average of over $250K per year over the last 5 years. My credit scores are strong and I have a documented history of paying all my debts (personal or business related) on time. ,small_business,Tickets Advertising,189xx,PA,8.08,0.0,10/1/93,0.0,,,11.0,0.0,132519,74.4,33.0,f,,1,0
16000,16000, 36 months,11.58%,528.22,B,B3,Business Technology Group,< 1 year,MORTGAGE,93600.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=403199," In order to pay off/down other existing loans I had, I withdrew money that is now being taxed.  I need this loan to pay that tax bill.",other,Tax payment,604xx,IL,8.64,0.0,4/1/85,0.0,72.0,,10.0,0.0,67595,68.8,25.0,f,,1,0
7000,7000, 36 months,9.45%,224.07,B,B1,Havertys,2 years,OWN,100000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=320278,I am looking for a source to assist a close relative in getting a breast augmentation that she has been needing for sometime now.  ,medical,Surgery,347xx,FL,7.6,0.0,10/1/95,8.0,,,11.0,0.0,32145,83.1,33.0,f,,1,0
24250,24250, 60 months,11.49%,533.2,B,B4,Fifth Third Bank,< 1 year,RENT,145000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=583745,  Borrower added on 09/19/10 > We are looking to consolidate debt in order to get back on track with our retirement savings within the next few years.  Both of us have excellent employment and credit.<br/>,debt_consolidation,Debt Be Gone!,346xx,FL,13.94,0.0,11/1/96,1.0,,,7.0,0.0,26779,50.0,25.0,f,,1,0
6000,6000, 36 months,11.49%,197.83,B,B4,Physical Sciences Inc.,< 1 year,RENT,95000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=816547,  Borrower added on 07/15/11 > New loan for stepping up my credit to the next level!<br/> Borrower added on 07/15/11 > Home improvement and building credit!<br/>,other,Building credit,021xx,MA,6.2,0.0,4/1/07,2.0,,,5.0,0.0,3100,20.0,6.0,f,,1,0
10000,10000, 36 months,11.26%,328.64,B,B2,Self,10+ years,MORTGAGE,390000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=372330,content removed,small_business,Restaurant Loan,891xx,NV,15.68,0.0,4/1/84,3.0,,,14.0,0.0,23217,8.5,30.0,f,,1,0
12000,12000, 36 months,6.92%,370.09,A,A3,Jackson Glass Works.com,10+ years,MORTGAGE,100000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=667780,,debt_consolidation,mac,492xx,MI,18.54,0.0,7/1/89,1.0,,,8.0,0.0,26299,30.4,26.0,f,,1,0
6000,6000, 36 months,11.99%,199.26,B,B5,Citigroup,8 years,RENT,105500.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=812958,,debt_consolidation,6k,070xx,NJ,18.14,0.0,11/1/99,0.0,55.0,,10.0,0.0,44469,80.6,23.0,f,,1,0
10000,10000, 60 months,17.99%,253.88,E,E1,SOUTHPOINT VOLKSWAGEN,5 years,MORTGAGE,105600.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=753848,"  Borrower added on 05/13/11 > Thank you for all your help in assisting me become debt free.  Once I pay the two cards off, all I will have is my mortgage, car loan, and this loan.  I truly believe that I may be able to be debt free in 8 years.  This loan also will add value to my current home with my roof extension.  This process is truly a pay it forward concept!!<br/>",debt_consolidation,Debt Consolidation Loan,708xx,LA,5.78,0.0,9/1/95,1.0,74.0,,5.0,0.0,6040,92.9,16.0,f,,1,0
10000,10000, 36 months,12.99%,336.9,C,C1,seaboard folding,4 years,RENT,140000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=784436,,debt_consolidation,Debt Consolidation Loan,019xx,MA,11.53,0.0,6/1/04,0.0,,,9.0,0.0,9994,90.0,15.0,f,,1,0
15000,15000, 36 months,12.21%,499.73,B,B5,"B&R Products, Inc.",10+ years,MORTGAGE,150000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=387634,"I have a small loan with Lending Club that is in good standing.  I knew my daughter would be getting married in the near future as she is a senior at Florida International University and has had a steady boyfriend for 3 years.  Well time is up.  I guess I will not be able to save for it in time!  I make a good living and have excellent credit.  I anticipate the wedding to cost $20,000 with overages.  I would be able to pay as we go but that puts un-needed pressure on my budget - which I work so diligently to keep in excellent standing.  I am willing to pay the interest on a loan to make this whole affair an enjoyable and less stressfull one.  I enjoy this lending community and hope it will be able to help me enjoy this time of my life.",wedding,Daughter's Wedding,330xx,FL,17.84,0.0,2/1/87,1.0,36.0,,9.0,0.0,0,0.0,13.0,f,,1,0
11800,11800, 36 months,13.99%,403.24,C,C3,Memorial Sloan-Kettering Cancer Center,5 years,RENT,94000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=801554,"  Borrower added on 06/29/11 > I would like to consolidate two outstanding balances into a shorter-term loan, which will allow me to make one smaller monthly payment and pay off my debt quicker.  I have very good income with a secure career in healthcare.  Living expenses are manageable and I am current on all my monthly payments.<br/>",debt_consolidation,Debt Consolidation Loan,100xx,NY,4.6,0.0,4/1/90,1.0,33.0,,10.0,0.0,2935,42.7,41.0,f,,1,0
6800,6800, 36 months,7.51%,211.56,A,A4,"ABC/Disney, Inc.",10+ years,OWN,168000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=515853,  Borrower added on 05/18/10 > I would like to payoff this visa card of $6800!<br/>,credit_card,Debt consolidation loan ,917xx,CA,4.92,1.0,12/1/84,2.0,13.0,,17.0,0.0,4361,8.4,46.0,f,,1,0
16000,16000, 60 months,12.99%,363.97,C,C1,Abt Associates Inc.,6 years,RENT,105000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=871278,,debt_consolidation,AmEx,021xx,MA,9.57,0.0,4/1/05,1.0,,,6.0,0.0,8885,63.9,8.0,f,,1,0
35000,35000, 36 months,17.99%,1265.16,E,E1,Ashland Inc,4 years,OWN,104000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=796251,  Borrower added on 07/12/11 > Consolidate High Interest Business Credit.<br/>,debt_consolidation,Project 2011,549xx,WI,20.55,0.0,1/1/94,0.0,,,10.0,0.0,50867,70.0,29.0,f,,1,0
35000,35000, 60 months,21.67%,960.11,F,F3,BAML,10+ years,MORTGAGE,115000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=979842,  Borrower added on 10/06/11 > You are investing in a professional who has been in the same job and industry over 15 years.  Please know that I am very diligent in paying my bills.  I am simply looking to refinance higher interest credit card debt.<br/>,credit_card,Credit Card Refinance,297xx,SC,22.82,0.0,8/1/99,0.0,79.0,,9.0,0.0,40032,97.6,34.0,f,,1,0
8000,8000, 60 months,13.72%,184.99,C,C5,Hometown Bank,9 years,MORTGAGE,90231.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=612332,  Borrower added on 11/09/10 > I am a current client and like the way that the loan process works.  I would like to borrow another amount to consolidate a few smaller credit card balances.<br/>,debt_consolidation,Debt Consolidation,648xx,MO,24.12,0.0,10/1/92,1.0,,,19.0,0.0,124422,72.0,50.0,f,,1,0
35000,35000, 60 months,12.68%,790.64,C,C1,Northern Ohio Medical Specialists,7 years,MORTGAGE,300000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=708974,"  Borrower added on 03/21/11 > The loan is for a home improvement project.  I have been a General Surgeon for 7 years.<br/> Borrower added on 03/24/11 > This loan will be used for a home improvement project to add additional bedrooms onto my house.  I have 4 children and now that they are getting older, they need more space.<br/><br/>A Lending Club member asked what my qualifications were for my job.  I am a physican (surgeon).  I went to 4 years of college, 4 years of medical school, and 5 years of my surgical residency.  The member asked if I was going to retire soon.  I gave my age before, but LC blocked it as being too much personal info.  Let's just say that I have at least 30+ years left to work.  I really appreciate all the members that have and will fund this loan request!<br/>",home_improvement,HealBySteel,434xx,OH,18.17,0.0,9/1/91,1.0,,,19.0,0.0,8990,10.5,38.0,f,,1,1
20000,20000, 36 months,11.71%,661.52,B,B3,Oracle,3 years,MORTGAGE,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1037880,  Borrower added on 11/22/11 > Looking to consolidate credit card debt at significantly lower interest rate in order to get out of debt faster.  Always made bill payments on time.<br>,debt_consolidation,Debt Consolidation,760xx,TX,17.33,0.0,10/1/90,0.0,,,15.0,0.0,47136,79.2,30.0,f,,1,0
1000,1000, 36 months,7.68%,31.2,A,A2,Alcatel-Lucent,5 years,MORTGAGE,128000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=411574,"I am currently working on my bachelor's degree, and am taking a couple of summer courses that will cost ~$700 plus books (have to borrow $1K minimum).  Rather than floating this on a credit card at a higher interest rate, I'd rather borrow the money here.  My employer will reimburse most of the cost upon successful completion of these course.  I do have impeccable credit, and I will easily be able to repay the loan.  Thank you for your consideration.",educational,Loan for Summer Course,951xx,CA,14.31,0.0,7/1/91,0.0,,,14.0,0.0,167381,0.0,33.0,f,,1,0
25000,25000, 36 months,11.71%,826.9,B,B3,UPS,10+ years,MORTGAGE,100000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1067030,  Borrower added on 12/14/11 > Secure employment and good credit history<br>,debt_consolidation,Debt Consolidation Loan,028xx,RI,6.88,0.0,12/1/86,1.0,,,8.0,0.0,21128,89.1,18.0,f,,1,0
24000,24000, 60 months,12.69%,542.28,B,B5,Agent,5 years,MORTGAGE,94000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1016084,  Borrower added on 11/07/11 > I am a current Government Employee that needs to buy equipment for an existing private business.  Have been employedfor 5.5 years with current employer excellent credit history.  I have never defaulted on any debt.<br/>,small_business,Auto body shop,922xx,CA,17.8,0.0,3/1/99,2.0,,,16.0,0.0,11605,31.7,28.0,f,,1,0
6900,6900, 36 months,10.65%,224.76,B,B2,TotalTrax,2 years,MORTGAGE,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=990387,,debt_consolidation,Debt Consolidation Loan,775xx,TX,13.42,0.0,8/1/99,1.0,,,8.0,0.0,10793,70.5,27.0,f,,1,0
8000,8000, 36 months,12.42%,267.33,B,B4,united  airlines,10+ years,OWN,102000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=954142,,debt_consolidation,debt consolidation,103xx,NY,15.39,1.0,10/1/82,0.0,14.0,,21.0,0.0,24385,48.5,42.0,f,,1,0
8400,8400, 36 months,16.32%,296.65,D,D5,HEB IND. SCHOOL DISTRICT,6 years,RENT,95040.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=571128,,debt_consolidation,DEBT CONSOLIDATION LOAN,760xx,TX,7.03,0.0,10/1/92,5.0,64.0,,2.0,0.0,463,92.6,7.0,f,,1,0
9000,9000, 36 months,13.11%,303.71,C,C2,Univision Television Group  Inc.,7 years,RENT,93840.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=490318,,debt_consolidation,Consolidate Debt,606xx,IL,2.56,0.0,11/1/90,4.0,26.0,,6.0,0.0,3217,33.9,17.0,f,,1,0
10200,10200, 36 months,9.32%,325.86,A,A4,AFS Technologies,2 years,MORTGAGE,106000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=395677, Need personal loan to pay credit card debt.,debt_consolidation,Personal Loan,750xx,TX,0.17,0.0,3/1/97,0.0,,,11.0,0.0,9943,10.9,31.0,f,,1,0
24500,24500, 36 months,12.61%,820.91,D,D1,Just 12345 Store Corp,2 years,MORTGAGE,120000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=256021,"Hello LendingClub,  I need this loan to buy and import some Mp3 and Mp4 (Ipods Nano) and Digital Cameras from Shenzen, China for my Beach Store, Just 12345 Store Corp legally incorporated in Florida and strategically located in the famous Collins Ave at the millionaire's Row in Sunny Isles Beach (Miami), FL.   I owned and manage my store sucessfully for 2 1/2 years. My business has licenses and permit by the city of Sunny Isles Beach, FL. I attach my financial statement about my store.   EXPENSES  Inventory                                             $     5,500.00 Rent			            $     6,000.00 Employees		            $     2,500.00 Electricity, Water, Sewer & Trash         $        850.00 Telephone		            $          80.00 Others			            $        300.00 TOTAL Expenses                                 $    15,230.00  INCOME  Daily Sales ranging from:                               $ 800.00 X 30         $  24,000.00                  Lottery Sales ranging from:                       5% of  $   3,000.00         $       150.00 Pre-paid Telephone cards:                     20%  of  $  4,000.00         $       800.00  Commissions from Wire Transfer                       2%  de  $ 7,500.00         $       150.00 TOTAL Income                                       $  25,100.00 GROSS PROFIT                                      $    9,870.00  I want to add those popular electronics items at my store because I see a natural demand for them, specially among tourist and daily clients whom need it to take pictures and listing music, respectively when there are in the wonderful beach across from my beach store.  When you are Miami Beach for vacation would be glad to know you personally or you can see us by internet at www.just12345store. Finally, If you have any questions or comments about my business, please let me know anytime. Thank you very much for your interest and support to my store.  Sincerely, Alexander Toro alex@just12345store.com",small_business,Buying IPODs for my Store in Miami Beach,331xx,FL,5.76,0.0,4/1/02,3.0,0.0,0.0,17.0,0.0,23908,62.8,29.0,f,,1,1
25000,24475, 60 months,17.43%,613.94,E,E5,,,MORTGAGE,120000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=605515,  Borrower added on 10/27/10 > I will be refinancing my mortgage as well to further help reduce my total monthly payments.  The debt consolidation loan will really help our situation and save us over $300 per month in credit card payments.  Please approve!!!  Thanks!<br/>,debt_consolidation,Debt Consolidation Loan,030xx,NH,13.85,0.0,6/1/88,3.0,,,15.0,0.0,25470,73.4,34.0,f,,1,0
25000,25000, 60 months,15.20%,597.38,D,D4,aramark,10+ years,MORTGAGE,125000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=646550,,credit_card,consolidating debt,103xx,NY,15.0,0.0,2/1/95,3.0,49.0,,8.0,0.0,25709,91.2,32.0,f,,1,0
16000,16000, 60 months,18.64%,411.89,E,E1,Boeing Company,1 year,RENT,91000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=891289,"  Borrower added on 09/20/11 > The purpose of this loan is to fund debt consolidation as a result of a high credit card interest rate and educational debts not covered by my corporate educational reimbursement policy at work as part of my Masters Program, which is now complete.<br/>",debt_consolidation,Consolidate Credit & Education Debt,191xx,PA,20.31,0.0,4/1/02,2.0,,,12.0,0.0,17809,80.9,21.0,f,,1,0
5000,5000, 60 months,17.56%,125.78,E,E4,Gn Resound,5 years,MORTGAGE,100000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=520298,  Borrower added on 05/20/10 > I will be using my loan to take care of some credit card debt. I have those account set to close when paid off. I am currently a single parent trying to keep up with the mortgage and kids. I just want to have one low payment that is easy to pay back and probably get paid back early. I will promise to make it worth your while in helping me out.<br/>Thank you<br/>,debt_consolidation,Debt consillidation,551xx,MN,8.71,0.0,10/1/04,0.0,,,10.0,0.0,8675,93.3,13.0,f,,1,0
16000,16000, 60 months,11.86%,354.79,B,B5,local union 3,9 years,MORTGAGE,150000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=554733,  Borrower added on 07/28/10 > The loan will be used to consolidate some debts that I have.  This money will save me around $800 dollars in monthly payments.<br/>,debt_consolidation,debt consolidation,115xx,NY,7.71,0.0,1/1/02,0.0,,,9.0,0.0,15977,61.9,27.0,f,,1,0
25000,25000, 36 months,11.12%,819.89,B,B3,Cardiology PC,10+ years,MORTGAGE,400000.0,VERIFIED - income,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=572578,,home_improvement,Phase III Improvements,060xx,CT,3.46,1.0,11/1/88,0.0,20.0,,7.0,0.0,7375,4.0,41.0,f,,1,0
11750,11750, 36 months,13.47%,398.6,C,C4,Urban Health Plan,3 years,RENT,98000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=385119,"I just want to thank you, for taking the time to review my loan.  I have never been late with a payment, as you can see from my credit report.  This loan would be use, to consolidate 2 credit cards that I have into one payment.    Again, thank you for taking the time in reviewing my loan.",debt_consolidation,Consolidate debt.. Never late..,100xx,NY,16.4,0.0,4/1/97,0.0,,,10.0,0.0,30993,71.2,14.0,f,,1,0
10000,10000, 36 months,12.69%,335.45,B,B5,BEKINS A-1 MOVERS,10+ years,RENT,98000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1037186,,other,Other Loan,184xx,PA,17.51,0.0,1/1/02,0.0,,,12.0,0.0,24978,91.5,35.0,f,,1,0
7750,7750, 36 months,15.31%,269.82,D,D3,Booz Allen Hamilton,< 1 year,MORTGAGE,128000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=454310, 562479 added on 10/29/09 > Funding received will be utilize to establish business lines of credit.  This is a startup real estate investment business.  I've been employed with my current company for 4 years and I'm a military reiree,small_business,Devine Marketing,206xx,MD,24.08,0.0,2/1/87,3.0,,,12.0,0.0,39121,74.9,22.0,f,,1,0
20000,20000, 36 months,17.99%,722.95,E,E1,E! Network / NBC Universal,1 year,RENT,160000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=834250,,debt_consolidation,Clean-Slate Debt Consolidation Loan ,900xx,CA,3.61,0.0,5/1/98,0.0,,,3.0,0.0,5731,29.8,13.0,f,,1,0
16000,16000, 36 months,5.79%,485.24,A,A2,Redi2 Technologies,< 1 year,MORTGAGE,96000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=629815,"  Borrower added on 12/08/10 > Loan to consolidate all outstanding credit card revolving debt<br/> Borrower added on 12/09/10 > While not  included in the loan application, another payee will be paying toward this loan (wife) with an income of 65K per year.<br/> Borrower added on 12/09/10 > Both of us have credit scores in the mid to upper 700's<br/>",credit_card,Credit Card Loan,023xx,MA,10.7,0.0,12/1/93,1.0,,,13.0,0.0,19136,16.2,30.0,f,,1,0
6275,6275, 36 months,6.91%,193.5,A,A5,Woodforest National Bank,< 1 year,OWN,135000.0,not verified,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=642858,,debt_consolidation,Consolidation,773xx,TX,15.64,0.0,1/1/89,2.0,,,18.0,0.0,27463,26.0,34.0,f,,1,0
23050,23050, 36 months,14.35%,791.72,C,C4,"Oak Transcription, Inc.",10+ years,MORTGAGE,200000.0,VERIFIED - income source,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=527205,,debt_consolidation,Consolidation,015xx,MA,14.18,0.0,5/1/87,1.0,60.0,,12.0,0.0,24803,61.5,31.0,f,,1,0
