Date,Revenue,Southwest,Central,Northeast,Northwest,South,Southeast,Energy,Industrials,Consumer,Agricultural,Durable,Lagged
10/14/11,3106.878,2106.36,4571.4,2238,7336.79,1053.13,6670.54,5931.43,7004.11,2405.43,2772.95,3506.04,68.61
10/15/11,3166.182,2691.12,4301.45,3215.97,5255.73,690.43,8606.49,6678.17,7073.78,2629.92,2936.35,3126.07,77.58
10/16/11,2711.568,1748.32,3887.52,3497.6,6191.95,889.09,7308.91,6086.17,8290.71,2702.45,3729.87,3008.72,71.28
10/17/11,2368.506,2310.96,4032.14,2546.14,7014.64,706.14,5888.34,5723.65,7057.28,3109.17,3661.38,4457.57,67.07
10/18/11,3389.85,2270.84,3649.7,2455.31,4902.91,941.52,8850.68,4903.33,6893.72,2386.73,3720.39,3684.2,76.28
10/19/11,2028.672,2080.82,4979.51,3256.56,7101.57,999.14,7787.01,5124.05,6741.56,2691.33,3823.86,4144.28,62.69
10/20/11,2838.246,2020.05,4157.05,3568.97,6533.89,682.37,7164.25,6569.8,6245.28,2718.6,3252.14,3330,73.1
10/21/11,2297.178,1903.7,4591.89,2754.49,4998.2,911.01,6269.95,5761.74,8445.88,2804.57,3514.25,3934.26,67.51
10/22/11,3049.782,1851.25,3682.02,2677.82,6608.74,1017.44,6633.57,6262.7,8157.32,2449.7,2890.44,3220.09,75.06
10/23/11,3090.732,2018.34,3875.83,3370.77,7599.9,975.53,6849.57,7697.33,5036.27,2702.31,3179.97,3013,71.83
10/24/11,2880.228,1891.95,3826.21,3401.41,6219.88,987.74,8607.35,5804.06,7292.62,2475.67,3280.26,3771.07,68.37
10/25/11,3020.856,2608,3646.15,2987.69,7769.36,761.02,7880.38,6713.9,7331.63,2948.81,4202.86,3650.55,76.52
10/26/11,3391.11,2536.71,3519.73,3810.43,4837.47,1006.29,6442.43,6513.5,9154.25,3015.24,3291.57,3140.43,77.57
10/27/11,2927.508,1736.98,4549.73,2259.77,6456.14,1060.84,7966.74,5400.68,5980.56,3122.25,2745.78,4404.77,74.1
10/28/11,2718.174,2045.78,4311.03,2797.46,6891.74,778.57,8005.9,6656.31,8219.48,2634.31,3885.06,2545.45,74.39
10/29/11,2714.55,1853.76,3770.02,3186.74,6094.92,900.9,6905.49,7081.46,7143.9,2625.57,3925.86,3671.11,70.75
10/30/11,3103.464,2098.45,3486.08,3301.77,8486.1,921.82,6743.77,4526.44,7029.68,1971.77,3782.23,2722.21,77.93
10/31/11,2675.436,1846.14,4559.55,3541.45,5643.23,854.48,7635.87,5583.96,8940.88,2388.41,4253.24,3837.42,65.86
11/1/11,2179.992,1798.73,3602.36,2750.6,6882.28,951.8,7433.88,5635.44,6992.9,2469.98,3855.35,3636.89,71.84
11/2/11,3176.904,2217.36,4174.41,3287.65,6660.04,804.32,6405.71,5530.13,6167.32,2245.79,3165.76,3996.08,74.96
11/3/11,2613.582,1937.18,3833.75,3013.39,6814.04,871.42,9382.07,5077.07,8589.5,2471.27,2983.59,3845.41,69.5
11/4/11,2798.286,2032.72,4567.91,3277.95,5843.51,1003.37,9126.66,5383.59,7549.21,2010.12,3686.61,3929.97,68.87
11/5/11,2696.79,1858.8,4908.13,2962.77,5770.29,829.84,6728.39,7213.1,6963.22,3156.25,4555.9,3894.77,74.49
11/6/11,3341.634,2060.16,4368.86,2600.01,7648.87,893.63,9116.18,6711.32,6884.6,2728.14,2807.35,3114.3,77.74
11/7/11,3941.316,2157.21,4456.86,3383.61,5804.59,988.74,7929.58,5630.98,7298.87,2761.61,4528.56,3260.13,73.25
11/8/11,3621.102,1699.4,4286.77,2822.64,5436.1,1000.38,7841.27,5573.18,7034.91,2332.21,3976.57,4230.98,76.11
11/9/11,2612.604,1846.6,3620.61,3006.18,6833.51,880.24,6634.48,4679.73,8307.82,2049.77,3255.98,3040.48,70.17
11/10/11,3803.946,2337.87,4970,2853.52,4936.51,890.63,7748.77,6927.63,7482.67,2826.75,3627.95,4496.23,79.65
11/11/11,4180.938,2178.3,3922.34,2930.62,4945.58,1010.61,7639.46,5632.26,8888.43,2812.25,3142.79,3449.31,80.1
11/12/11,3305.562,2144.16,4009.42,3128.68,6578.1,808.79,8583.91,8035.8,6305.78,3159.26,3546.52,4182.6,77.01
11/13/11,2452.494,1228.67,4278.87,3244.86,5665.5,1046.55,6822.34,6632.91,8157.72,2567.56,4239.93,3376.32,68.16
11/14/11,3805.86,2115.76,4314.68,3556.29,6538.97,914.14,8027.16,5643.26,6407.87,2669.53,3948.73,3917.33,81.6
11/15/11,3689.472,2461.71,4664.25,2712.77,6128.5,855.42,8099.18,5387.7,8379.62,3022.46,2921.37,4069.22,78.75
11/16/11,3341.004,2073.09,4572.14,3140.85,7575.21,1012.45,7784.65,4445.23,7921.73,2609.75,3921.08,3725.53,70.64
11/17/11,3210.864,1917.38,4057.31,3483.41,5000.3,739.05,8321.75,7068.34,7419.35,2327.58,3853.93,2840.82,75.55
11/18/11,2835.528,1993.78,4182.36,3010.43,6897.89,959.98,8156.45,6402.54,9211.06,2238.41,3845.37,4434.11,73.95
11/19/11,3378.75,1828.15,4493.02,3667.73,6289.64,907.83,7107.03,6154.83,7609.32,2612.35,3891.18,4094.97,73.39
11/20/11,3156.966,2091.39,3061.52,3476.99,6133.92,956.14,7626.72,6158.05,7946.6,2845.22,3007.28,4084.84,73.58
11/21/11,2633.838,2351.08,4813.34,2471.26,7512.04,1078.08,7200.95,6876.1,8460.59,2457.71,2615.49,3769.03,72.87
11/22/11,2772.66,1890.28,4162.74,3023.71,6006.26,938.34,7808.52,5601.84,7283.47,2693.12,3898.02,2309.42,72.92
11/23/11,2615.982,2061.9,3959.24,2971.89,6033.27,1007.63,6758.07,7036.01,8294.79,2515.28,3672.32,4512.34,72.3
11/24/11,2748.798,2141.15,3606.58,3320.02,5497.28,1079.14,8578.77,5629.64,8625.21,2321.02,3997.04,3463.66,68.57
11/25/11,6129.618,2237.77,4096.36,3370.12,5749.65,603.44,7913.04,6125.01,8875.38,2391.4,3869.87,3091.38,83.55
11/26/11,5403.612,2107.37,3576,2911.18,5313.56,851.66,5919.24,5663.82,7175.55,2750.35,4144.35,4180.39,88.68
11/27/11,5107.41,1763.89,3495.18,3556.77,6209.54,763.36,7312.02,4835.54,5266.59,2611.82,3099.89,3622.06,84.01
11/28/11,6020.496,1880.67,4555.06,2436.5,5724.54,921.05,8139.47,7512.88,7771.68,2665.22,4415.35,3790.83,81.99
11/29/11,5652.054,2155.5,3246.58,2504.05,6435.93,973.82,6731.97,5244.65,7477.88,2391.63,4411.82,4299.03,85.76
11/30/11,7073.604,1714.77,4143.37,3683.95,6083.07,934.23,7752.13,7225.95,5623.18,3002.32,3605.84,3531.08,81.84
12/1/11,3568.476,2016.61,3767.1,3204.99,4312.75,1032.79,8065.45,4991.8,7589.13,2945.21,3746.38,3977.95,76.5
12/2/11,4610.292,1549.32,4467.1,3105.61,5700.66,746.4,7482.62,4183.6,7531.9,2878.18,4331.44,2447.01,77.26
12/3/11,2940.93,2377.08,3469.9,2837.66,7551.39,1156.12,5376.74,5619.55,7679.98,2578.43,4540.57,4171.76,71.61
12/4/11,2255.58,2281.93,2902.21,2558.87,6189.55,929.51,6486.42,5766.65,7046.52,1898.37,3443.84,3410.93,71.81
12/5/11,2120.736,1919.63,4448.04,2862.94,4890.46,862.27,7510.88,6780.52,7965.71,2331.21,4195.19,2908.38,67.47
12/6/11,3484.398,2055.66,4071.4,2660.65,6588.86,841.17,8236.59,6300.31,9221.05,2925.76,2856.78,3892.59,72.08
12/7/11,2394.264,1871.73,4672.54,3918.45,6337.73,946.41,6882.9,6432.65,6907.59,2532.41,4046.57,3516.02,71.76
12/8/11,2277.288,1651.28,3192.49,3123,5597.57,1082.93,7465.1,7106.05,9357.58,2842.22,3558.48,4531.37,63.5
12/9/11,2697.3,2385.35,4939.15,2980.92,5265.58,851.8,6653.89,5466.33,8048.1,2218.07,3754.34,4039.54,71.59
12/10/11,2694.912,1964.44,4900.58,2945.41,6870.33,666.34,6510.79,5082.3,10123.19,2973.01,4161.01,2723.43,68.75
12/11/11,2521.686,1568.62,3280.24,2556.23,6185.63,499.85,7102.42,5837,7368.27,2598.3,3377.61,2938.68,72.17
12/12/11,2892.816,2188.12,3939.13,2918.12,6078.47,757.17,8373.9,6345.88,4539.62,2486.16,4132.14,3199.41,73.71
12/13/11,2598.24,2274.73,3883.44,2829.44,6321.4,832.83,7179.76,6059.98,7574.71,2997.05,3232.23,4400.5,70.35
12/14/11,3124.578,2003.23,3347.59,2587.6,6337.77,768.96,5848.6,5901.33,8326.8,1767.87,3185.01,3910.44,74.33
12/15/11,2952.87,2196.94,5276.8,3144.62,4643.42,876.09,7905.01,6380.13,8111.33,2933.4,3192.31,3341.8,75.31
12/16/11,2976.168,2575.02,4312.7,2389.63,7752.82,738.84,7446.86,5499.8,7592.78,2648.22,2699.49,3543.39,70.91
12/17/11,2840.172,2468.18,3865.04,3767.54,6783.88,1032.24,7131.62,4332.37,6540.64,2528.47,3540.83,3789.82,75.02
12/18/11,2673.294,1834.56,4262.91,2603.27,4998.99,857.3,8475.48,6513.11,7275.24,2518.14,3858,4367.24,66.82
12/19/11,3484.836,2225.9,3858.97,2645.9,5531.42,839.21,5852.48,6254.54,7553.87,2821.62,4025.17,3848.89,71.85
12/20/11,2782.536,2265.57,4417.62,3283.41,6113.5,853.65,6723.92,5858.5,7322.61,3575.47,4607.3,4179.43,74.86
12/21/11,4080.672,1905.86,4315.18,3188.12,5978.64,912.03,8171.22,6029.66,9745.98,2912.77,3077.81,3726.25,79.88
12/22/11,3255.966,2239.99,4662.66,3127.16,7237.04,1049.66,7997.51,5376.57,5433.95,2380.25,3701.68,3357.33,70.76
12/23/11,3651.372,1893.66,4904.5,3536.14,7312.14,970.15,7989.4,6462.1,7024.4,2759.3,4534.6,3387.89,76.28
12/24/11,3765,2336.13,4200.61,3109.94,6626.81,926.51,5949.19,7125.92,8988.42,2819.49,3642.97,3671.99,75.52
12/25/11,2781.486,2036.64,5208.13,3132.21,5893.95,991.96,7389.79,6708.37,7240.56,2498.34,3307.4,3244.93,67.12
12/26/11,3368.652,1500.3,3911.6,2261.19,5705.57,844.24,7429.25,7473.33,8900.51,2197.61,2746.08,3195.58,79.1
12/27/11,2669.97,1989.72,3812.99,3608.45,5317.88,986.38,8521.4,5284.24,6950.77,2545.93,3847.69,2740.26,69.34
12/28/11,2381.088,2305.62,4013.45,3011.36,7057.39,859.79,8246.04,6098.36,7702.5,2513.8,3098.39,3436.27,71.54
12/29/11,2153.568,2128.83,3409.57,2559.6,7011.36,816.28,6140.94,5943.22,9489.6,2240.89,3367.09,3560.67,64.29
12/30/11,2496.786,1939.39,3929.23,3866.44,4947.39,729.88,7947.89,5049.91,9023.09,2583.01,4146.48,2761.85,66.08
12/31/11,2895.294,1794.93,4352.18,2436.92,6554.1,720.36,6229.43,4118.66,7636.31,3264.72,3542.23,3158.77,70.73
1/1/12,3122.634,1848.15,3728.46,2918.12,5333.07,973.5,8814.97,4088.79,6779.03,2951.93,3533.15,4192.18,75.18
1/2/12,2571.306,1655.31,4085.88,2582.28,5685.76,1045.61,7134.57,5975.15,6580.94,2821.41,3906.52,2932.62,70.23
1/3/12,2454.666,1739.67,4479.33,2685.65,6564.6,877.93,6310.59,5609.55,7438.42,2388.63,2961.13,3768.72,71.18
1/4/12,2149.812,2066.52,4721.87,3593.51,6213.8,839.89,8075.75,5846.39,9086.38,2433.85,3737.72,3644.19,71.43
1/5/12,3462.9,1994.5,4040.24,3395.19,7097.23,818.29,7298.8,6796.4,8026.92,2735.63,3274.56,3761.72,74.25
1/6/12,3004.122,2059.71,3709.68,3400.89,4913.29,826.72,8965.95,6300.82,5905.61,2415.67,2850.18,3030.2,68.67
1/7/12,2559.558,1818.24,4244.12,3348.58,5422.98,812.67,8740.44,3968.95,8146.74,2902.48,3992.17,3867.6,73.03
1/8/12,2191.68,2106.71,4690.57,2468.14,7224.41,721.98,7254.81,5581.62,7969.35,2749.42,4195.56,3794.91,69.33
1/9/12,2446.488,1614.44,3891.83,2764.88,5747.29,715.46,8953.6,6993.1,8125.77,2553.16,2942.97,3532.15,65.41
1/10/12,2847.222,1594.76,4341.84,2668.5,6436.58,957.29,6731.42,6620.5,4575.28,2648.19,2413.45,3790.2,73.17
1/11/12,3278.16,1858.58,4606.23,2461.95,6340.11,883.15,7414.17,6611.12,6503.64,2545.32,2990.26,2852.43,75.02
1/12/12,1966.962,1820.36,4216.94,3795.99,4665.36,801.02,8084.19,6682.21,7879.16,2740.62,4017.2,4194.09,67.52
1/13/12,3396.42,2214.67,4345.44,2212.71,7148.24,938.7,6564.3,5882.11,6881.76,2739.13,4132.94,2530.54,75.14
1/14/12,3813.762,2212.77,3636.88,3096.31,5969.97,1039.79,6272.03,5976.63,7509.17,2502.79,4648.73,3304.44,79.91
1/15/12,3232.338,1307.18,5072.25,2989.58,6968.58,1026.68,8712.3,7594.84,8964.44,3071.96,3243.19,3400.62,76.91
1/16/12,2834.946,2201.34,4172.04,2754.45,6327.62,803.03,6625.1,5108.59,6611.1,2609.16,3750,3058.82,70.76
1/17/12,2330.442,1875.73,3850.94,3205.1,7038.59,824.16,8524.14,5236.16,8438.47,2457.43,3525.72,3486.8,67.06
1/18/12,3600.798,2466.54,5357.57,2058.19,7068.28,718.86,7849.96,4690.54,7836.65,2556.17,3815.55,3011.72,80.83
1/19/12,2734.74,1946.99,4101.43,3434.15,6573.95,787.52,8573.47,6721.15,8834.82,2653.06,4200.54,2767.56,68.28
1/20/12,2766.048,1827.18,4405.08,3488.81,7315.73,871.69,6976.49,4296.88,8330.52,2838.27,2937.47,3221.03,66.89
1/21/12,3087.102,2487.03,4127.58,3134.2,7479.67,831.12,7372.95,4876.33,7399.44,3013.73,3278.54,3086.72,77.74
1/22/12,2502.42,1974.14,3682.69,3741.24,5322.48,932.89,8601.48,6154.01,8427.08,3027.19,4068.7,3153.79,68.48
1/23/12,3172.26,1864.73,4942.81,2624.96,5598.98,640.03,7231.93,6311.32,6403.8,2220.39,3594.89,3268.15,74.25
1/24/12,2571.666,1768.84,4510.74,3433.16,5176.57,890.48,5852.82,5884.83,7334.16,2417.95,4207.99,3337.17,67.37
1/25/12,2205.018,1274.43,3682.52,2752.82,5990.77,848.38,9442.21,6558.88,6813.14,2662.98,3612.12,4359.01,62.82
1/26/12,2866.326,2057.98,4707.23,3037.64,4987.52,850.56,8420.85,4428.97,5834.44,2920.45,3598.3,3616.95,68.98
1/27/12,2624.004,2265.38,3780.78,3020.27,4602.52,774.67,6345.28,5965.44,6243.72,3137.89,4325.68,4215.64,67.75
1/28/12,2814.888,1706.18,4660.52,2714.93,6633.53,776.66,7100.16,6222.15,7797.49,2495.07,3884.11,3724,75.02
1/29/12,3183.336,1826.93,4673.04,2862.12,7496.19,783.44,8893.09,5652.71,6676.91,3306.65,3394.71,3735.34,73.85
1/30/12,2251.518,1975.23,3001.44,3913.65,6329.55,958.33,6057.62,6655.68,6957.33,3231.91,2701.97,4253.26,70.56
1/31/12,3003.618,2193.1,4215.89,2705.03,4740.15,882.03,7198.26,6463.11,7866.42,2226.95,4044.57,3168.68,77.03
2/1/12,1815.012,2444.24,4147.14,2700.19,5420.52,1082.22,6556.15,4214.9,5730.49,3069.57,3819.01,4162.25,63.7
2/2/12,2964.846,2022.54,4114.82,3169.03,6675.87,1007.86,7353.71,5501.49,6517.55,2964.67,3849.51,4112.45,71.9
2/3/12,2875.596,2020.1,4106.82,2839.31,6732.71,823.33,7814.55,6097.05,7688.58,2762.69,4002.31,2551.25,72.76
2/4/12,2283.618,1629.52,2642.17,2647.33,7505.98,869.76,8034.73,5243.29,7836.44,2137.97,3868.92,4229.19,66
2/5/12,3194.592,1899.3,3599.53,2319.76,7127.26,938.52,6945.87,5656.44,7606.71,2703.84,2907,2826.25,76.35
2/6/12,2704.836,2036.64,4135.39,3095.41,4993.57,920.77,8018.62,7106.92,6639.99,2989.54,3242.03,4777.69,74.27
2/7/12,2841.726,2013.92,4035.09,3052.98,7663.23,953.82,8652.69,5723.58,7053.54,2824.91,4234.72,3404.42,72.52
2/8/12,2761.524,2119.82,4874.08,3160.15,4721.99,742.13,9275.19,5574.43,8080.28,2310.45,2648.47,3968.67,73.87
2/9/12,2915.16,1303.05,4446.42,3268.43,7016.29,1179.72,7711.29,6266.81,8654.34,2307.25,2998.11,3984.63,76.87
2/10/12,2862.768,2206.23,4739.15,2563.78,5439.16,630.4,6949.38,4136.19,6869.11,2293.71,3907.05,3845.43,74.43
2/11/12,2667.612,2405.93,3969.41,3187.66,4808.37,957.53,7587.01,4721.73,6099.9,2975.93,3477.44,4550.89,69.23
2/12/12,3179.982,2016.21,5300.1,2771.18,6218.13,1016.71,6710.09,5519.75,7184.94,2409.31,3748.38,4209.29,74.35
2/13/12,2214.024,1759.35,4399.77,3191.29,4961.33,842.57,5975.25,6063.53,7315.27,2433.58,4607.39,3129.23,70.33
2/14/12,2889.162,1442,3941.74,2372.51,5211.21,937.72,6854.64,5961.97,8409.37,2949.3,3599.07,4041.64,73.18
2/15/12,3055.368,1985.46,3822.77,2392.35,5844.93,909.97,7600.87,5508.58,6006.36,2721.24,4178.12,3471.11,71.84
2/16/12,2822.874,1284.11,4475.33,3321.81,4503.62,932.55,9274.97,7818.9,7813.55,3202.58,4155.75,4130.39,70.31
2/17/12,3094.638,1763.97,4399.7,3040.25,7393.51,809.6,6505.81,4408.92,7108.49,2172.8,3349.76,3091.86,70.71
2/18/12,2961.99,1975.25,4738.33,2613.78,7222.56,910.57,8509.59,5652.04,6778.89,2361.5,2795.89,3188.58,71.21
2/19/12,2263.668,2048.98,3751.5,3193.24,6566.63,990.87,8348.61,5252.33,5879.58,2268.42,3130.14,3305.6,71.83
2/20/12,3191.622,1546.81,5222.39,3053.84,6258.74,973.6,7163.32,3866.59,6157.39,2787.46,3662.23,2822.63,77.63
2/21/12,2176.452,2189.89,4212.23,2766.58,5135.61,883.37,7318.28,6047.06,6894.29,3058.24,4143.76,3256.21,70.24
2/22/12,3399.57,1748.13,4119.42,1974.89,7651.76,806.5,7930.29,5787.79,6418.98,2204.78,3881.03,3762.77,75.25
2/23/12,2498.694,2164.56,3676.12,3311.24,5964.33,902.26,9092.18,5721.29,8572.35,2974.22,3640.86,3847.43,68.68
2/24/12,2146.752,1265.35,4119.97,3471.39,5471.62,897.38,6755.11,5032.92,8663.07,3293.34,3105.82,3686.1,64.39
2/25/12,3512.946,1974.88,4288.21,3210.68,7117.78,1020.5,6242.34,4956.56,6027.3,2291.66,3920.58,3142.49,80.17
2/26/12,2446.734,2201.2,3376.68,3455.45,5446.23,1053.17,7096.54,5785.13,6558.53,2697.73,3618.94,3398.99,65.32
2/27/12,2406.954,2197.45,4088.29,3611.43,6820.03,1071.3,6269.69,5847.29,7443.14,2407.14,3361.31,4317.82,66.34
2/28/12,3069.954,2060.46,4047,3462.47,6084.43,737.75,9858.56,6996.35,7606.15,2017.32,4226.61,2519.35,72.33
2/29/12,2573.22,2260.63,4184.86,2634.4,5413.62,781.57,7313.11,4628.56,9377.67,2580.67,3301.26,3306.12,74.43
3/1/12,2920.734,1990.66,2900.11,3511,5399.83,973.42,9249.03,6952.34,6918.89,2481.69,3602.56,3399.03,68.15
3/2/12,2692.728,1817.27,3674.72,2928.79,4660.06,917.65,7617.25,5346.9,7342.42,3718.17,3171.47,3147.85,73.24
3/3/12,2998.716,2335.29,4078.14,2926.35,7904.67,1024.02,7963.05,4937.76,8150.3,1104.64,3752.55,3908.47,75.75
3/4/12,2733.546,2007.05,4557.41,3554.55,4915.92,605.64,7819.76,5373.04,7147.14,2467.33,3514.21,3013.23,72.73
3/5/12,2814.972,1850.51,4350.36,2649.02,4891.62,846.31,6413.95,6907.54,8074.64,2482.61,3121.04,4167.76,70.53
3/6/12,3337.668,1842.13,3987.61,2980.33,5080.58,1011.77,6917.38,4393.1,6493.87,2938.72,3599.89,3080.25,70.92
3/7/12,2188.494,2056.04,2769.2,3016.51,5486.98,716.77,7290.14,6080.9,7765.44,2800.05,3078.16,4737.65,70.13
3/8/12,2741.232,1749.29,4000.41,2947.54,6671.55,944.13,5480.15,7781.91,8899.74,2586.35,3840.56,3234.18,70.77
3/9/12,3049.53,1883.63,4568.31,2833.57,5747.4,573.47,6209.5,6600.84,6035.46,2888.75,4633.69,2767.95,68.35
3/10/12,2559.558,1692.74,5038.99,2539.65,6090.36,900.69,8341.08,4661.76,9474.53,2046.46,3158.65,3943.41,68.26
3/11/12,3810.048,1860.86,4256.65,3033.14,6362.07,796.48,6452.38,4729.9,5395.1,2381.2,3759.05,3739.54,74.22
3/12/12,2257.836,2199.5,3554.97,2298.67,5564.83,928.91,8710.19,6897.91,7917.5,2655.53,3735.49,3298.25,63.98
3/13/12,2728.074,1997.43,3632.81,3082.2,6162.93,931.38,5700.99,4729.95,7174.33,1691.65,3681.28,3510.82,74.77
3/14/12,2585.58,1871.58,4391.61,4021.85,5430.19,706.11,7820.87,5338.85,6545.96,3061.09,4060.91,3490.78,70.77
3/15/12,3360.018,1498.76,4103.14,2965.7,7279.3,1055.42,6687.65,6478.72,9121.58,2752.71,3115.92,3899.87,72.27
3/16/12,2571.648,2172.13,4110.1,2558.58,6954.98,792.04,5501.81,5577.69,7565.54,2037.22,4124.79,3857.09,72.2
3/17/12,2728.5,1917.73,3129.96,2936.92,5660.64,772.65,8740.55,5683.67,9389.99,2647.31,4844.81,3357.85,75.31
3/18/12,2192.958,2955.27,4345.27,2462.77,4756.86,838.6,5496.22,4858.6,7186.21,2349.76,3147.44,4374.5,64.32
3/19/12,2875.194,1968.9,4104.69,2949.59,6359.5,952.17,9061.44,4569.53,5697.33,2112.45,3565.97,3281.04,71.74
3/20/12,2569.95,1886.74,3793.71,3146.13,5199.83,675.83,8624.14,5723.91,9276.36,3036.48,2516.54,3251.64,65.56
3/21/12,3131.322,2610.87,3292.19,2755.22,6160.91,938.8,7684.03,6873.74,5862.11,2160.65,4913.67,4029.42,72.8
3/22/12,2940.036,1863.47,4178.72,2639.72,6306.2,775.29,6841.66,5626.19,7852.21,3206.96,3740.29,4355.03,75.28
3/23/12,2861.274,2368.9,4918.7,2022.73,6112.5,872.93,6694.34,4635.39,8489.29,2203.37,4285.62,3771.09,75.09
3/24/12,2986.866,1919.76,4374.27,2809.15,4011.21,799.53,6947.07,5153.61,7860.25,2725.31,4371.54,3281.11,68.59
3/25/12,3063.252,2097.76,4329.55,2248.37,7246.73,934.74,8551.42,6000.45,7748.19,2687.44,3007.79,3262.3,70.3
3/26/12,4102.11,2230.33,4727.33,3116.4,5171.58,952.76,7382.78,5902.69,6494.68,2697.64,3530.11,4600.23,74.18
3/27/12,2314.554,2143.74,3890.05,3550.95,5874.44,859.34,7932.44,6700,8065.8,2683.77,2922.44,4253.71,68.23
3/28/12,3004.338,1621.83,4100.68,2832.86,7000.19,1018.32,6441.08,7324.36,7077.92,2469.17,4240.92,3095.96,75.06
3/29/12,2803.752,2202.6,4300.88,3519.1,7028.09,944.53,6730.98,6929.86,6653.47,2489.04,3573.94,3911.6,71.76
3/30/12,2780.808,1666.27,4864.18,2652.38,6167.9,1080.64,7220.09,5330.62,8774.76,2844.72,3782.62,3250.71,74.82
3/31/12,3598.752,2195.42,3748.38,2801.91,5583.77,906.77,7489.27,4772.22,7337.45,1966.5,4025.78,3295.5,78.55
4/1/12,2398.272,2063.7,3972.08,2705.21,5693.21,950.51,8274.92,5756.54,8793.41,2924.18,2866.72,3452.66,64.95
4/2/12,3274.866,2197.51,3747.31,3258.98,6174.34,921.78,5397.09,6863.88,7880.03,2517.72,3710.76,2990.13,75.78
4/3/12,3154.35,2191.14,5006.14,3411.34,5574.72,733.44,6017.83,5311.16,6721.58,2869.95,4092.54,3377.21,77.92
4/4/12,2790.396,1394.18,2751.28,3090.5,5953.73,870.86,8117.48,7133.17,8980.67,1969.83,3409.71,3283.67,73.02
4/5/12,2969.616,2117.89,3394.24,3699.42,7179.49,731.7,7212.13,5412.97,6172.76,2521.19,4213.38,2983.79,68.65
4/6/12,2076.642,2035.63,3566.93,2557.68,4601.34,732.7,9299.54,6005.23,6986.43,2389.23,3929.57,3850.75,66.01
4/7/12,2873.742,2189.92,3332.9,2652.11,6849.62,1062.11,6298.67,5423.52,7281.72,2210.94,2188.63,3360.63,74.83
4/8/12,2906.982,1989.23,4796.3,3430.74,6095.85,681.03,9096,5641.09,7467.03,2523.47,3656.77,2636.01,67.88
4/9/12,2468.646,1521.54,4520.15,3272.93,5525.84,1065.85,8901.54,7115.19,7468.39,2635.82,3835.07,3941.83,68.62
4/10/12,3294.06,2268.09,4052.19,3020.9,6443.43,638.96,6958.17,6362.22,5760.53,2247.59,3677.88,4323.9,76.38
4/11/12,2782.398,2186.41,1646.17,3420.62,5636.45,843.62,9453.45,4682.35,6389.39,2809.45,3684.1,3811.5,68.42
4/12/12,2905.638,1944.66,5175.31,2668.28,5694.41,1226.09,8251.79,5402.87,7806.09,1878.7,3641.93,3522.13,67.97
4/13/12,2655.318,2281.9,4489.12,3725.83,4952.86,862.09,7434.11,6053.44,6110.41,2642.07,2922.99,3444.8,67.19
4/14/12,2507.652,1435.1,3831.34,3099.98,6456.38,951.25,8415.54,5678.03,9789.49,3258.61,3854.68,3171.06,73.83
4/15/12,2586.774,1761.36,4535.8,3237.88,6149.58,777.84,7541.56,4796.25,6787.48,2991.62,3729.5,3834.69,72.05
4/16/12,2509.794,2202.12,4318.18,2936.21,5369.51,747.34,9468.85,6162.4,7199.61,2602.66,4278.9,3321.76,70.28
4/17/12,2388.228,1710.79,3718.71,2863.9,6402.05,884.82,8098.11,8415.24,8880.84,2609.55,3003.37,3002.52,70.04
4/18/12,2804.796,2784.74,4574.14,3134.09,5889.9,937.03,5782.35,6612.18,7358.85,2938.39,4119.26,2391.74,72.81
4/19/12,2246.37,1783.8,3056.28,2854.32,6788.74,988.97,8401.51,6758.05,8690.72,3099.53,3563.06,3627.45,67.81
4/20/12,2958.798,2026.58,4809.81,2920.38,6848.66,875.98,6914.05,5758.89,8147.14,2692.18,3195.86,3515.65,71
4/21/12,2711.01,1920.81,3088.95,3770.82,7245.38,844.17,7817.88,4995.14,8990.05,2204.32,3634.71,3312.47,71.83
4/22/12,3212.976,1897.1,3995.44,2113.05,6988.22,1054.16,6728.44,6136.91,7740.45,2571.93,3087.14,3901.19,69.98
4/23/12,3157.482,1850.45,4446.6,2573.16,5105.86,965.49,6471.56,4950.34,6827.56,2993.34,4229.33,2456.75,73.1
4/24/12,2644.914,2113.38,3511.98,2867.71,6474.64,664.55,8802.57,6850.72,8523.74,1777.94,3000.37,3951.82,65.98
4/25/12,2938.992,1756.01,4443.81,2947.52,8057.26,836.05,4721.03,6905.55,5361.32,2457.93,3892.87,2853.89,75.2
4/26/12,2519.604,1672.49,4085.68,3066.5,5729.5,850.24,7789.8,6203.17,6096.01,3124.13,3212.48,5022.07,67.95
4/27/12,3083.766,1755.42,4212.79,2944.11,7745.15,1031.82,7704.09,6433.37,7281.95,2079.03,3247.89,3110.81,77.86
4/28/12,2760.912,2247.51,4000.59,2800.87,6058.33,812.69,7571.8,5242.36,8101.69,2780.5,3319.58,2664.27,67.01
4/29/12,2607.246,1935.06,3135.71,3212.35,6181.17,1001.66,5453.93,7524.02,7363.18,2235.08,2602.59,3775.07,71.01
4/30/12,2150.688,1812.28,4895.65,2961.24,4157.43,936.37,7035.01,4712.21,5553.2,1846.47,3811.65,2815.38,63.52
5/1/12,2556.864,1416.55,3895.37,3313.25,4313.2,887.4,8727.59,6912.97,6734.84,2939.03,3135.42,3998.49,69.3
5/2/12,3292.158,1901.51,4908.19,2875,6458.38,990.85,7886.65,5857.1,7776.75,2690.84,3156.06,3133.92,69.21
